periodo_inizio,periodo_fine,fb_follower,fb_visualizzazioni,fb_copertura,fb_interazioni,fb_post,fb_storie,ig_follower,ig_visualizzazioni,ig_copertura,ig_interazioni,ig_post,ig_storie,wa_follower
2025-10-14,2025-11-10,121,4929,1684,40,11,12,364,6277,687,36,5,14,64
